article_index,experiment_number,author,year,title,journal,url,searchterms,N_participants_recruited,N_participants_after_filtering,N_participants_per_item,part_profile,part_recruitment,compensation,demographics_reported,language,N_experiments,experiment_num_orig,N_conditions,N_conditions_reported,N_items_per_condition,design_type,between_subj_condition,balanced_items,exp_blocking,randomization,N_trials_per_participant,N_pre-test,N_post-test,multiple_tasks,confidence_design,N_target_items,N_target_items_per_participant,N_fillers,N_items_reported,linguistic_phenomenon,item_construction,item_balance,item_plausibility,contextualization,confidence_stimuli,instructions,rating_terminology,response_scale,response_levels,response_comparison,presentation_modality,task_review,task_timing,delivery_format,task_duration,task_supervision,pilot_testing,confidence,breaks,comprehension,confidence_task,stat_scale,preprocessing,software,statistical_test,bayesian,random_effects,effect_sizes,sig_threshold,mult_comp_correction,power_analysis,autocorr,propensity,other_instr,other_instr_type,confidence_analysis,item_avail,item_repository,data_avail,data_repository,preregistration,prereg_repository,corresp_author,coder_comments,coder_id
"Al-Aqarbeh, Sprouse_2023_island_effects_and",4,Rania Al-Aqarbeh; Jon Sprouse,2023.0,Island effects and amelioration by resumption in Jordanian Arabic: An auditory acceptability-judgment study,Syntax,https://doi.org/10.1111/synt.12262,acceptability judgment; acceptability rating; grammaticality judgment; grammaticality rating; magnitude estimation; naturalness judgment; naturalness rating; sentence judgment; syntactic judgment,40,40,42,Students (unspecified),University affiliation,University credit,Education; Region; Language background,Jordanian Arabic,4,4,6,Yes,2,Within-subjects,,Yes,Intermixed,Semi-random,12,6,0,Not Reported,Very confident,48,12,24,Yes,Syntax,Fully Constructed,Semantics,Not Reported,Not Reported,Very confident,"""we instructed participants to imagine conversing with a friend in JA, and to judge whether a native speaker of JA could produce these sentences.""",acceptability,Not Reported,7,Isolation,Audio,Yes,Not Reported,Computer-based,Yes,Yes,Not Reported,Not Reported,Not Reported,Not Reported,Very confident,Continuous,Z-score,R,Mixed-Effects Regression,Yes,Items; Participant,Yes,0.05,Not Reported,Yes,Not Reported,Not Reported,Not Reported,,Fairly confident,Public Repository,https://www.jonsprouse.com/research.html,Public Repository,https://www.jonsprouse.com/research.html,Not Reported,,jon.sprouse@nyu.edu,[54] they used both linear mixed-effects models and Bayes factors to analyze the results.,MJ
"Aoshima, Yoshida, Phillips_2009_incremental_processing_of",1,Sachiko Aoshima; Masaya Yoshida; Colin Phillips,2009.0,Incremental Processing of Coreference and Binding in Japanese,Syntax,https://doi.org/10.1111/j.1467-9612.2009.00123.x,acceptability judgment; acceptability rating; grammaticality judgment; grammaticality rating; intuitive judgment; linguistic intuition judgment; linguistic intuition rating; naturalness judgment; naturalness rating; sentence judgment; syntactic judgment,44,44,44,Students (unspecified),University affiliation,Paid directly,Education; Language background,Japanese ,3,1,4,Yes,2,Within-subjects,,Not Reported,Intermixed,Semi-random,8,0,0,Not Reported,Not confident at all,32,8,32,No,Syntax,Fully Constructed,Not Reported,Not Reported,Not Reported,Not confident at all,"""Participants were asked to judge whether the underlined pronoun and the
underlined noun phrase in each sentence could be understood as coreferential,
indicating their rating on a scale from 1 to 5, where 1 means that coreference is
impossible, and 5 means that it is fully acceptable.""",acceptability; other,Ordinal (Likert),5,Not Reported,Not Reported,Not Reported,Self-paced,Not Reported,Yes,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Fairly confident,Continuous,Not Reported,Not Reported,ANOVA,No,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,,Fairly confident,Public Repository,http://www.ling.umd.edu/colin/,Not Reported,,Not Reported,,sachiko.aoshima@gmail.com,"""indicating their rating on a scale from 1 to 5, where 1 means that coreference is
impossible, and 5 means that it is fully acceptable.""  - impossible and acceptable are not the same thing. This is confusing, but it might also be a result of instruction translation from Japanese to English. 

The acceptability judgement tasks were offline, but it's not reported what they mean by that and what the procedure was like. 

The link to access experimental items is no longer accessible. ",MJ
"Aoshima, Yoshida, Phillips_2009_incremental_processing_of",2,Sachiko Aoshima; Masaya Yoshida; Colin Phillips,2009.0,Incremental Processing of Coreference and Binding in Japanese,Syntax,https://doi.org/10.1111/j.1467-9612.2009.00123.x,acceptability judgment; acceptability rating; grammaticality judgment; grammaticality rating; intuitive judgment; linguistic intuition judgment; linguistic intuition rating; naturalness judgment; naturalness rating; sentence judgment; syntactic judgment,28,28,28,Students (unspecified),University affiliation,Paid directly,Education,Japanese ,3,2,4,Yes,3,Within-subjects,,Not Reported,Intermixed,Random,12,0,0,Not Reported,Not confident at all,48,12,24,Yes,Syntax,Fully Constructed,Not Reported,Not Reported,Not Reported,Slightly confident,"""indicating their rating on a scale from 1 (coreference impossible)
to 5 (coreference fully acceptable).""",acceptability; other,Ordinal (Likert),5,Not Reported,Not Reported,Not Reported,Self-paced,Not Reported,Yes,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Fairly confident,Continuous,Not Reported,Not Reported,ANOVA,No,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,,Fairly confident,Public Repository,http://www.ling.umd.edu/colin/,Not Reported,,Not Reported,,sachiko.aoshima@gmail.com,"""indicating their rating on a scale from 1 to 5, where 1 means that coreference is
impossible, and 5 means that it is fully acceptable.""  - impossible and acceptable are not the same thing. This is confusing, but it might also be a result of instruction translation from Japanese to English. 

The acceptability judgement tasks were offline, but it's not reported what they mean by that and what the procedure was like. 

The link to access experimental items is no longer accessible. ",MJ
"Aoshima, Yoshida, Phillips_2009_incremental_processing_of",3,Sachiko Aoshima; Masaya Yoshida; Colin Phillips,2009.0,Incremental Processing of Coreference and Binding in Japanese,Syntax,https://doi.org/10.1111/j.1467-9612.2009.00123.x,acceptability judgment; acceptability rating; grammaticality judgment; grammaticality rating; intuitive judgment; linguistic intuition judgment; linguistic intuition rating; naturalness judgment; naturalness rating; sentence judgment; syntactic judgment,44,44,44,Students (unspecified),University affiliation,Paid directly,Education; Language background,Japanese ,3,3,4,Yes,6,Within-subjects,,Not Reported,Intermixed,Semi-random,24,0,0,Not Reported,Not confident at all,48,24,48,Yes,Syntax,Fully Constructed,Not Reported,Not Reported,Not Reported,Slightly confident,"""Participants were asked to judge whether the underlined pronoun and the
underlined noun phrase in each sentence could be understood as coreferential,
indicating their rating on a scale from 1 to 5, where 1 means that coreference is
impossible, and 5 means that it is fully acceptable.""",acceptability; other,Ordinal (Likert),5,Not Reported,Not Reported,Not Reported,Self-paced,Not Reported,Yes,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Fairly confident,Continuous,Not Reported,Not Reported,ANOVA,No,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,,Fairly confident,Public Repository,http://www.ling.umd.edu/colin/,Not Reported,,Not Reported,,sachiko.aoshima@gmail.com,"""indicating their rating on a scale from 1 to 5, where 1 means that coreference is
impossible, and 5 means that it is fully acceptable.""  - impossible and acceptable are not the same thing. This is confusing, but it might also be a result of instruction translation from Japanese to English. 

The acceptability judgement tasks were offline, but it's not reported what they mean by that and what the procedure was like. 

The link to access experimental items is no longer accessible. ",MJ
"Almeida, Sprouse_2012_assessing_the_reliability",1,Diogo Almeida; Jon Sprouse,2012.0,"Assessing the reliability of textbook data in syntax: Adger's ""Core Syntax""",JoLinguistics,http://www.jstor.org/stable/23351953,acceptability judgment; acceptability rating; grammaticality judgment; grammaticality rating ; intuitive judgment; magnitude estimation; naïve rating; sentence judgment; syntactic judgment; thermometer rating; thermometer ratings,240,235,Not Reported,Other non-students,Online platform,Paid directly,Region; Language background,English,2,1,219,Yes,Not Reported,Within-subjects,,Yes,Intermixed,Semi-random,90?,6,0,Not Reported,Slightly confident,219*8=1752,Not Reported,Not Reported,No,Syntax,Fully Constructed,Not Reported,Not Reported,Not Reported,Fairly confident,"In the magnitude estimation task, participants are presented with a reference sentence, called the standard, which is pre-assigned and acceptability rating, called the modulus. Participants are asked to use the standard to estimate the acceptability of the experimental items.",Not Reported; acceptability,Continuous,ME,Isolation,Written,Not Reported,Self-paced,Computer-based,Not Reported,No,Not Reported,Not Reported,Not Reported,Not Reported,Fairly confident,Continuous,Z-score,Not Reported,Other,Yes,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,,Fairly confident,Not Reported,,Not Reported,,Not Reported,,jsprouse@uci.edu,"Six ""sub-experiments"" each containing a subset of conditions; four ""versions"" (2 items per condition) of each sub-experiment were created; used a combination of ANOVA and mixed models",JG
"Almeida, Sprouse_2012_assessing_the_reliability",2,Diogo Almeida; Jon Sprouse,2012.0,"Assessing the reliability of textbook data in syntax: Adger's ""Core Syntax""",JoLinguistics,http://www.jstor.org/stable/23351953,acceptability judgment; acceptability rating; grammaticality judgment; grammaticality rating ; intuitive judgment; magnitude estimation; naïve rating; sentence judgment; syntactic judgment; thermometer rating; thermometer ratings,200,197,Not Reported,Other non-students,Online platform,Paid directly,Region; Language background,English,2,2,250?,Yes,Not Reported,Within-subjects,,Yes,Intermixed,Semi-random,100,6,0,Not Reported,Slightly confident,219*8=1752,Not Reported,Not Reported,Yes,Syntax,Edited Authentic,Not Reported,Not Reported,Not Reported,Fairly confident,Participants were asked to click radio buttons that were labeled YES or NO.,Not Reported; acceptability,Dichotomous (Binary),2,Isolation,Written,Not Reported,Self-paced,Computer-based,Not Reported,No,Not Reported,Not Reported,Not Reported,Not Reported,Fairly confident,Dichotomous,Not Reported,Not Reported,Bayes Factor,Yes,,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,,Fairly confident,Not Reported,,Not Reported,,Not Reported,,jsprouse@uci.edu,,JG
Liu_2013_salience_and_construal,1,Dilin Liu,2013.0,Salience and construal in the use of synonymy: A study of two sets of near-synonymous nouns,Cognitive Linguistics,https://doi.org/10.1515/cog-2013-0003,acceptability judgment; acceptability rating; grammaticality judgment; grammaticality rating ; intuitive judgment; naïve rating; sentence judgment; syntactic judgment,42,Not Reported,Not Reported,Students (unspecified),University affiliation,Not Reported,Region; Language background,English,1,1,Not Reported,No,Not Reported,Within-subjects,,Not Reported,Not Reported,Not Reported,Not Reported,0,0,Not Reported,Fairly confident,32,Not Reported,44?,Yes,Lexis,Edited Authentic,Not Reported,Not Reported,Yes,Fairly confident,"In completing each of the questions, the subjects were required to fill in the missing noun by selecting from the provided synonymous nouns based on the contextual
information, especially the collocation clues. If a subject really felt two or all three choices were acceptable, he/she was allowed to rank the choices.",Not Reported,Ordinal (Likert),3,Isolation,Written,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Slightly confident,Ordinal,Not Reported,Not Reported,Descriptive only,No,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Yes,Corpus usage,Fairly confident,Published in article,,Not Reported,,Not Reported,,dliu@as.ua.edu,odd study comparing participant choices to usage in a corpus; Not clear what the experimental condition or scale of analysis should be,JG
Bhatt_1997_codeswitching_constraints_and,1,Rakesh Mohan Bhatt,1997.0,"Code-switching, constraints, and optimal grammars",Lingua,https://doi.org/10.1016/S0024-3841(97)00007-7,acceptability judgement; acceptability judgment; grammaticality judgement; grammaticality judgment; linguistic intuition judgement; linguistic intuition judgment; meta-linguistic judgement; meta-linguistic judgment; sentence judgement; sentence judgment; syntactic judgement ; syntactic judgment,74,65,Not Reported,Not Reported,Not Reported,Not Reported,Language background,Hindi,1,1,Not Reported,No,Not Reported,Within-subjects,,Not Reported,Intermixed,Random,Not Reported,0,0,Not Reported,Fairly confident,40,Not Reported,18,Yes,Syntax,Fully Constructed,Not Reported,Yes,Not Reported,Fairly confident,"Subjects were given three choices to express their responses (relative acceptability) for each item: [d] good, acceptable, [?] odd, but perhaps acceptable, and [*] bad, completely unacceptable. ",acceptability,Ordinal (Likert),3,Isolation,Written,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Yes,Not Reported,Not Reported,Not Reported,Fairly confident,Dichotomous,Not Reported,Not Reported,Descriptive only,No,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,,Fairly confident,Not Reported,,Not Reported,,Not Reported,,Not Provided,odd study: not clear what the experimental conditions are; excluded variable items,JG
Featherston_2005_thattrace_in_german,1,Sam Featherston,2005.0,That-trace in German,Lingua,https://doi.org/10.1016/j.lingua.2004.04.001,grammaticality judgement; grammaticality judgment; magnitude estimation; syntactic judgement ; syntactic judgment,25,Not Reported,Not Reported,Mixed,Advertisement / Word of mouth,Not Reported,Region; Gender / Sex; Age,German,2,1,4,Yes,8 or 64,Within-subjects,,Not Reported,Not Reported,Not Reported,46,?,0,Not Reported,Fairly confident,32?,32,14,No,Syntax,Fully Constructed,Frequency; Semantics; Length,Not Reported,Not Reported,Slightly confident,Sentences are presented to you on the screen: Some will seem more natural to you and others less natural: Your task is to give a judgement of their naturalness in numerical form:[...] the first sentence you see is a reference item:[...] you can give the reference item any value; but you should judge the naturalness of subsequent sentences relative to this first one:,naturalness,Continuous,ME,Magnitude Estimation,Written,Not Reported,Not Reported,Computer-based,Not Reported,No,Not Reported,Not Reported,Not Reported,Not Reported,Fairly confident,Continuous,Z-score,Not Reported,ANOVA,No,Participant; Items,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,,Fairly confident,Not Reported,,Not Reported,,Not Reported,,sam.featherston@uni-tuebingen.de,,JG
Kunduracı_2023_bound_productivity_in,1,Aysun Kunduracı,2023.0,Bound productivity in stem-formation and categorial separation,Lingua,https://doi.org/10.1016/j.lingua.2023.103597,acceptability judgement; acceptability judgment; grammaticality judgement; grammaticality judgment; syntactic judgement ; syntactic judgment,50,Not Reported,Not Reported,Students (unspecified),Not Reported,Not Reported,Age; Education; Region,Turkish,1,1,Not Reported,No,Not Reported,Within-subjects,,Not Reported,Not Reported,Not Reported,Not Reported,0,0,Not Reported,Fairly confident,84,Not Reported,Not Reported,Yes,Morphology; Syntax,Fully Constructed,Not Reported,Not Reported,Not Reported,Fairly confident,"They were provided with clear instructions on the meaning of “good” forms (grammatically acceptable), “bad” forms (grammatically unacceptable), and “unsure” forms (weird or uncertain). They were then asked to evaluate the acceptability of each expression in the questionnaire by selecting one of the following three options: (a) iyi ‘good’, (b) kötü ‘bad’, and (c) emin değilim ‘I am not sure’.",other,Ordinal (Likert),3,Isolation,Written,Not Reported,Not Reported,Computer-based,Not Reported,No,Not Reported,Not Reported,Not Reported,Not Reported,Fairly confident,Dichotomous,Not Reported,Not Reported,Non-parametric test,No,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,,Fairly confident,Published in supplement,,Not Reported,,Not Reported,,aysun.kunduraci@yeditepe.edu.tr,mentions 'acceptability' but instructions target 'good'/'bad'; uses descriptive and Fisher exact tests,JG
